id,title,pages_target,has_images,has_tables,has_equations
903,Renaissance,2,False,False,0
904,Volcano,1,False,False,0
905,Blockchain,5,False,False,1
906,United Nations,1,False,True,1
907,United States,3,False,False,0
908,Urbanization,3,False,False,0
909,Renaissance,3,False,False,0
910,Economics,1,True,False,0
911,United States,3,True,False,0
912,United Nations,4,True,False,0
913,United Nations,2,False,True,0
914,Renaissance,2,True,False,1
915,Urbanization,5,False,False,1
916,Psychology,3,False,False,0
917,Veganism,2,False,True,0
918,Virtual reality,3,False,False,0
919,Psychology,2,True,True,0
920,Urbanization,1,False,False,0
921,Quantum mechanics,2,True,False,1
922,Veganism,1,True,False,1
923,Blockchain,3,True,False,0
924,Algebra,2,True,False,1
925,Weather,3,False,False,0
926,Algebra,1,False,False,1
927,Machine learning,2,False,False,0
928,Algebra,4,False,False,1
929,United Nations,1,True,True,1
930,Economics,3,True,False,1
931,United States,2,False,True,1
932,United States,4,False,True,0
933,Blockchain,5,True,False,1
934,United States,2,False,True,1
935,Quantum mechanics,4,False,True,0
936,Volcano,3,False,False,0
937,Volcano,2,False,False,0
938,Machine learning,5,False,False,1
939,Statistics,3,True,False,1
940,World War II,3,False,False,0
941,Veganism,4,True,False,0
942,Sociology,4,False,False,0
943,Machine learning,5,True,False,0
944,Urbanization,1,True,False,1
945,Renaissance,1,False,False,0
946,Urbanization,2,True,False,1
947,Volcano,1,True,False,1
948,Urbanization,2,True,False,0
949,Renaissance,1,False,True,0
950,Economics,1,False,False,0
951,United Nations,3,False,True,0
952,Psychology,2,False,True,0
953,Algebra,4,False,False,0
954,Quantum mechanics,1,False,False,0
955,Quantum mechanics,6,False,False,1
956,Economics,2,True,False,0
957,Virtual reality,8,False,False,0
958,World War II,1,True,False,0
959,Veganism,1,True,False,0
960,Virtual reality,1,False,False,0
961,United Nations,1,False,False,1
962,Urbanization,2,False,False,1
963,Weather,3,False,False,0
964,Weather,5,True,False,0
965,Machine learning,2,True,True,0
966,Economics,1,True,False,1
967,Quantum mechanics,4,False,False,1
968,Sociology,3,False,False,0
969,Sociology,1,False,False,0
970,Algebra,6,False,False,0
971,United Nations,3,False,False,0
972,Algebra,2,False,False,0
973,World War II,3,False,True,0
974,United States,5,False,False,1
975,Machine learning,4,False,True,0
976,Photosynthesis,1,True,False,0
977,Algebra,2,True,False,0
978,Veganism,3,False,False,1
979,Algebra,2,False,False,1
980,Weather,3,True,False,0
981,Virtual reality,1,True,True,1
982,Blockchain,4,False,True,1
983,Sociology,4,False,True,0
984,United Nations,3,False,False,0
985,Statistics,4,False,False,0
986,Economics,1,False,False,0
987,Statistics,2,False,False,0
988,Sociology,5,False,False,0
989,United States,4,True,False,0
990,Photosynthesis,1,False,True,0
991,World War II,5,False,False,0
992,United States,2,False,False,0
993,Machine learning,1,False,False,0
994,Algebra,2,True,False,0
995,United Nations,2,True,False,0
996,Veganism,3,True,False,0
997,Weather,4,False,False,1
998,Weather,2,False,False,0
999,Economics,4,True,False,0
1000,Renaissance,4,False,False,1
1001,Machine learning,4,False,True,0
1002,Photosynthesis,2,True,True,1
1003,Machine learning,4,False,True,0
1004,Photosynthesis,1,False,True,1
1005,United Nations,3,False,False,0
1006,Machine learning,3,False,True,0
1007,Veganism,2,True,False,1
1008,Volcano,3,False,False,1
1009,Virtual reality,2,False,False,0
1010,United States,1,False,True,0
1011,Sociology,5,False,True,1
1012,United Nations,2,False,True,0
1013,Renaissance,1,False,False,0
1014,Psychology,2,True,False,0
1015,Renaissance,4,False,True,0
1016,Statistics,1,False,False,1
1017,Sociology,3,False,False,0
1018,Virtual reality,1,False,True,0
1019,Photosynthesis,2,True,True,0
1020,Renaissance,2,True,False,0
1021,Psychology,2,False,True,1
1022,Urbanization,1,False,False,1
1023,Statistics,3,True,False,0
1024,Weather,1,True,True,0
1025,Sociology,6,True,False,1
1026,Virtual reality,5,False,False,0
1027,Machine learning,3,False,True,1
1028,United Nations,3,True,True,0
1029,Economics,4,True,True,0
1030,Urbanization,5,False,False,1
1031,Virtual reality,3,True,False,0
1032,Virtual reality,3,True,True,0
1033,Blockchain,6,False,True,0
1034,Machine learning,2,True,False,0
1035,Weather,2,False,True,0
1036,Algebra,5,True,False,0
1037,Blockchain,3,False,False,0
1038,Volcano,5,False,True,1
1039,Photosynthesis,5,True,False,0
1040,Blockchain,2,True,False,1
1041,Virtual reality,3,False,True,0
1042,Veganism,2,False,False,0
1043,World War II,1,True,False,0
1044,Sociology,1,True,False,0
1045,Algebra,1,False,False,0
1046,Economics,3,False,False,0
1047,Quantum mechanics,3,False,False,1
1048,Psychology,3,False,False,1
1049,Machine learning,1,False,True,1
1050,United Nations,2,False,False,1
1051,Sociology,1,False,False,0
1052,Algebra,3,False,True,0
1053,Virtual reality,3,False,False,1
1054,Virtual reality,1,False,True,0
1055,Virtual reality,2,False,True,1
1056,Virtual reality,2,True,False,0
1057,Statistics,2,False,True,0
1058,World War II,1,False,True,0
1059,Renaissance,5,True,False,0
1060,Statistics,2,False,False,0
1061,Renaissance,5,False,False,1
1062,Urbanization,3,True,True,0
1063,Psychology,2,False,False,0
1064,Psychology,1,False,False,0
1065,Urbanization,2,True,True,1
1066,Volcano,1,False,True,0
1067,Photosynthesis,1,True,False,0
1068,Veganism,3,True,True,0
1069,Volcano,3,True,False,0
1070,Algebra,2,True,False,0
1071,Statistics,3,False,False,0
1072,Statistics,3,False,False,1
1073,Sociology,4,False,True,0
1074,Machine learning,2,False,False,0
1075,Urbanization,2,False,True,1
1076,Weather,5,False,False,0
1077,Psychology,2,False,False,0
1078,Psychology,3,True,True,1
1079,Machine learning,2,True,False,0
1080,Veganism,2,True,False,0
1081,Virtual reality,2,False,False,1
1082,Urbanization,5,False,False,0
1083,Statistics,2,True,False,0
1084,Veganism,6,False,False,0
1085,United States,1,True,False,0
1086,Economics,1,False,False,0
1087,Volcano,3,False,False,0
1088,Algebra,4,True,True,0
1089,Veganism,3,False,False,1
1090,Algebra,2,False,False,0
1091,Veganism,2,False,True,0
1092,Renaissance,1,True,False,0
1093,United Nations,2,False,False,0
1094,Statistics,1,False,True,1
1095,World War II,3,False,False,0
1096,Sociology,3,False,False,0
1097,Economics,3,False,False,1
1098,Virtual reality,3,True,False,1
1099,Renaissance,4,False,True,0
1100,Psychology,1,False,True,1
1101,Renaissance,2,False,False,0
1102,Volcano,1,False,False,0
1103,Weather,1,False,False,0
1104,Statistics,1,False,True,0
1105,Blockchain,3,False,True,0
1106,Weather,3,False,False,0
1107,Blockchain,4,False,False,0
1108,Urbanization,2,True,False,1
1109,Urbanization,3,False,True,0
1110,Economics,2,False,False,0
1111,Sociology,3,True,True,1
1112,Urbanization,2,False,False,0
1113,Economics,3,True,False,0
1114,Algebra,3,False,False,0
1115,United Nations,3,False,False,0
1116,Algebra,1,True,False,1
1117,Psychology,2,False,False,1
1118,Algebra,1,True,True,0
1119,Quantum mechanics,2,False,False,0
1120,Statistics,1,True,False,0
1121,Renaissance,2,True,False,0
1122,World War II,1,False,True,0
1123,Sociology,1,True,True,0
1124,Volcano,3,False,False,0
1125,Sociology,2,False,False,0
1126,Veganism,1,True,True,1
1127,United States,3,False,True,1
1128,Quantum mechanics,3,True,False,1
1129,Weather,1,True,True,0
1130,Virtual reality,1,True,False,0
1131,Machine learning,3,True,False,0
1132,United States,3,True,True,0
1133,Urbanization,2,False,False,0
1134,Algebra,3,True,False,0
1135,Machine learning,4,False,False,1
1136,Quantum mechanics,3,True,False,0
1137,Psychology,2,False,True,0
1138,Virtual reality,1,False,False,0
1139,Algebra,2,False,False,1
1140,Quantum mechanics,2,True,True,0
1141,United States,3,False,False,1
1142,United States,4,False,False,1
1143,Volcano,3,False,True,0
1144,United States,3,False,False,1
1145,Psychology,1,False,False,0
1146,Algebra,1,False,True,0
1147,Virtual reality,3,False,False,1
1148,Quantum mechanics,3,False,False,1
1149,Volcano,1,False,False,0
1150,Veganism,4,False,False,0
1151,Psychology,2,False,True,0
1152,Psychology,3,False,False,0
1153,Virtual reality,1,True,False,0
1154,World War II,3,False,False,1
1155,Quantum mechanics,2,True,False,0
1156,Veganism,2,False,False,0
1157,Weather,4,True,False,1
1158,Weather,5,False,True,1
1159,Psychology,3,True,False,0
1160,Volcano,1,False,True,1
1161,Quantum mechanics,1,False,False,1
1162,Renaissance,2,True,True,0
1163,Volcano,3,True,False,1
1164,Veganism,1,False,False,0
1165,Photosynthesis,4,True,False,1
1166,Blockchain,1,False,False,0
1167,Weather,4,False,True,0
1168,Weather,4,False,True,0
1169,Virtual reality,4,False,False,0
1170,Psychology,2,False,True,0
1171,United Nations,1,False,True,1
1172,Virtual reality,1,False,False,1
1173,United States,4,False,False,0
1174,United Nations,4,False,True,0
1175,Economics,3,False,False,0
1176,Psychology,4,True,False,0
1177,Veganism,2,True,True,0
1178,Veganism,3,False,False,0
1179,Machine learning,2,True,False,1
1180,Psychology,4,True,True,0
1181,Weather,3,False,False,1
1182,Veganism,2,False,True,1
1183,Economics,3,False,False,0
1184,Urbanization,1,False,False,0
1185,Renaissance,2,False,True,0
1186,Volcano,2,False,False,1
1187,Quantum mechanics,2,True,False,0
1188,Renaissance,1,False,False,0
1189,Urbanization,1,True,True,0
1190,Algebra,2,True,True,0
1191,Virtual reality,1,True,False,0
1192,Blockchain,1,True,False,1
1193,Sociology,4,False,True,0
1194,Machine learning,4,True,True,1
1195,Blockchain,1,True,False,0
1196,Urbanization,4,True,False,1
1197,Weather,2,False,False,0
1198,World War II,5,False,False,0
1199,Economics,4,False,True,0
1200,Economics,1,True,False,0
1201,Algebra,1,True,True,0
1202,Sociology,3,True,True,0
1203,Volcano,3,False,True,1
1204,Algebra,1,True,True,0
1205,Statistics,2,False,False,0
1206,Volcano,1,False,False,0
1207,United Nations,2,False,False,0
1208,Machine learning,1,False,True,0
1209,United Nations,4,False,False,1
1210,Veganism,3,False,False,0
1211,United Nations,2,False,False,0
1212,United States,1,False,False,0
1213,Photosynthesis,2,False,True,0
1214,Photosynthesis,4,False,False,1
1215,United Nations,2,True,True,0
1216,Machine learning,2,False,False,0
1217,United Nations,5,False,False,0
1218,World War II,4,False,True,0
1219,United States,1,False,False,0
1220,Sociology,4,False,False,0
1221,Virtual reality,3,True,False,0
1222,Psychology,1,False,False,1
1223,Algebra,1,True,False,0
1224,Sociology,2,False,True,1
1225,Psychology,2,False,False,0
1226,Psychology,1,False,True,1
1227,United States,4,False,False,1
1228,Statistics,5,False,False,1
1229,United States,2,False,False,0
1230,Machine learning,1,False,True,0
1231,Psychology,3,False,True,0
1232,Urbanization,2,False,False,1
1233,Blockchain,2,False,False,0
1234,Volcano,1,True,False,0
1235,Renaissance,1,False,True,1
1236,United Nations,2,True,False,0
1237,Weather,1,False,False,0
1238,Veganism,2,False,False,0
1239,Blockchain,1,True,False,1
1240,United Nations,2,False,False,0
1241,Weather,1,True,False,0
1242,Veganism,5,False,False,0
1243,Psychology,5,True,False,0
1244,World War II,3,False,False,0
1245,United States,2,True,False,0
1246,Weather,3,False,False,1
1247,Weather,2,False,False,0
1248,Statistics,3,False,False,0
1249,United Nations,3,True,False,0
1250,United Nations,3,False,False,0
1251,Quantum mechanics,3,True,False,0
1252,Economics,3,False,False,1
1253,Virtual reality,4,True,False,0
1254,Renaissance,1,False,False,1
1255,Psychology,4,True,False,0
1256,Statistics,2,True,False,1
1257,United States,2,True,False,0
1258,Weather,2,False,False,1
1259,Machine learning,1,False,True,0
1260,United Nations,1,True,False,0
1261,Statistics,3,True,False,0
1262,Algebra,1,False,False,1
1263,Algebra,2,False,True,1
1264,Psychology,2,False,True,1
1265,Sociology,2,False,True,0
1266,Quantum mechanics,2,False,False,0
1267,Psychology,2,True,True,0
1268,Volcano,3,True,False,0
1269,Sociology,4,True,True,0
1270,Quantum mechanics,2,False,False,0
1271,Psychology,4,False,False,0
1272,Machine learning,1,True,True,0
1273,Sociology,2,False,False,0
1274,Quantum mechanics,6,False,False,1
1275,Statistics,3,False,False,0
1276,Psychology,2,True,False,1
1277,Virtual reality,1,False,True,0
1278,World War II,3,False,False,0
1279,Algebra,1,True,False,1
1280,Sociology,2,False,False,0
1281,Weather,2,False,False,0
1282,Veganism,3,True,False,0
1283,Blockchain,2,False,False,0
1284,Weather,2,False,False,1
1285,Economics,3,False,True,0
1286,Volcano,2,True,False,0
1287,World War II,2,True,False,0
1288,Veganism,6,False,False,0
1289,United Nations,1,False,False,0
1290,Algebra,2,False,False,1
1291,Psychology,4,True,False,0
1292,Psychology,3,False,False,1
1293,Statistics,2,False,True,1
1294,United Nations,1,False,False,0
1295,Renaissance,3,False,False,0
1296,United Nations,2,True,False,0
1297,Blockchain,1,True,False,0
1298,Virtual reality,1,False,True,0
1299,Veganism,1,True,False,1
1300,World War II,3,True,False,0
1301,Sociology,4,False,False,1
1302,Psychology,3,False,False,0
1303,World War II,1,True,True,0
1304,Urbanization,3,False,False,0
1305,Blockchain,3,False,False,0
1306,Weather,1,True,False,0
1307,Blockchain,3,False,False,1
1308,Psychology,3,False,False,0
1309,Economics,5,False,False,0
1310,World War II,3,False,True,0
1311,Psychology,1,True,True,0
1312,Urbanization,5,False,False,0
1313,Volcano,3,False,False,1
1314,Volcano,2,True,False,0
1315,Photosynthesis,6,True,False,0
1316,Statistics,2,False,False,1
1317,Virtual reality,4,False,False,0
1318,Renaissance,2,True,False,0
1319,Economics,5,False,False,0
1320,Statistics,2,False,True,0
1321,Volcano,2,False,True,0
1322,Urbanization,5,False,False,0
1323,Algebra,5,True,True,0
1324,Volcano,5,True,True,0
1325,Quantum mechanics,3,False,False,1
1326,Economics,1,False,False,0
1327,Sociology,3,False,False,0
1328,Quantum mechanics,2,True,False,0
1329,Urbanization,2,True,False,0
1330,Statistics,1,False,False,0
1331,Weather,2,False,True,0
1332,Photosynthesis,3,False,False,1
1333,Veganism,3,True,True,0
1334,Renaissance,6,False,True,0
1335,Statistics,1,False,False,0
1336,Urbanization,4,False,False,0
1337,Blockchain,2,False,False,0
1338,Urbanization,2,False,True,0
1339,Urbanization,2,True,False,0
1340,Economics,5,False,True,0
1341,Machine learning,4,True,False,0
1342,Renaissance,2,False,False,0
1343,Statistics,3,False,False,0
1344,Quantum mechanics,3,False,False,0
1345,Renaissance,4,True,False,0
1346,Quantum mechanics,4,False,False,0
1347,Blockchain,3,False,True,0
1348,Psychology,4,False,True,0
1349,United States,4,True,True,0
1350,Weather,4,False,False,0
1351,Blockchain,2,False,True,0
1352,Economics,1,False,True,1
1353,Quantum mechanics,1,False,False,0
1354,Statistics,1,True,False,0
1355,Virtual reality,3,True,True,0
1356,Veganism,1,False,False,0
1357,Renaissance,3,True,False,0
1358,Psychology,2,True,True,0
1359,World War II,3,False,False,0
1360,World War II,3,False,False,0
1361,Photosynthesis,3,True,False,1
1362,Virtual reality,3,False,False,0
1363,Machine learning,2,True,False,0
1364,Renaissance,1,False,False,0
1365,Economics,4,True,True,1
1366,Machine learning,3,True,False,1
1367,Economics,1,False,False,0
1368,Renaissance,4,False,False,1
1369,Psychology,1,False,False,0
1370,World War II,2,True,False,0
1371,Renaissance,2,True,True,0
1372,Sociology,1,True,False,1
1373,World War II,6,False,False,0
1374,Photosynthesis,1,False,False,0
1375,Machine learning,2,False,False,0
1376,Algebra,1,True,False,1
